id,seq1_-15,seq1_-14,seq1_-13,seq1_-12,seq1_-11,seq1_-10,seq1_-9,seq1_-8,seq1_-7,seq1_-6,seq1_-5,seq1_-4,seq1_-3,seq1_-2,seq1_-1,seq1_0,seq1_1,seq1_2,seq1_3,seq1_4,seq1_5,seq1_6,seq1_7,seq1_8,seq1_9,seq1_10,seq1_11,seq1_12,seq1_13,seq1_14,seq1_15,seq1_16,seq1_17,seq1_18,seq1_19,seq1_20,seq2_-15,seq2_-14,seq2_-13,seq2_-12,seq2_-11,seq2_-10,seq2_-9,seq2_-8,seq2_-7,seq2_-6,seq2_-5,seq2_-4,seq2_-3,seq2_-2,seq2_-1,seq2_0,seq2_1,seq2_2,seq2_3,seq2_4,seq2_5,seq2_6,seq2_7,seq2_8,seq2_9,seq2_10,seq2_11,seq2_12,seq2_13,seq2_14,seq2_15,seq2_16,seq2_17,seq2_18,seq2_19,seq3_-15,seq3_-14,seq3_-13,seq3_-12,seq3_-11,seq3_-10,seq3_-9,seq3_-8,seq3_-7,seq3_-6,seq3_-5,seq3_-4,seq3_-3,seq3_-2,seq3_-1,seq3_0,seq3_1,seq3_2,seq3_3,seq3_4,seq3_5,seq3_6,seq3_7,seq3_8,seq3_9,seq3_10,seq3_11,seq3_12,seq3_13,seq3_14,seq3_15,seq3_16,seq3_17,seq3_18,GGC_(((,GG_((,G_(,G_(((,class
>AT1G09760.1_419,-0.0451505016722408,0.0010033444816053283,0.007023411371237465,0.015468227424749126,0.004515050167224088,-0.0553511705685619,0.05091973244147158,-0.04448160535117057,-0.041471571906354504,-0.04155518394648827,-0.03127090301003346,-0.0632943143812709,-0.08720735785953176,0.44013377926421404,-0.15384615384615385,0.0,-0.09857859531772575,-0.053344481605351185,-0.06103678929765885,0.011204013377926425,-0.04005016722408025,0.016387959866220714,-0.018729096989966554,0.0048494983277591885,0.0245819397993311,-0.019899665551839474,0.021822742474916335,-0.059698996655518394,0.021404682274247494,-0.005267558528428085,-0.04314381270903009,0.038461538461538464,-0.025668896321070223,-0.06755852842809368,0.014297658862876206,7.525083612039962E-4,-0.023244147157190642,0.00836120401337792,0.002006688963210712,0.007274247491638797,-0.0019230769230769162,0.00209030100334448,-0.013795986622073583,-0.01948160535117057,-0.019397993311036792,-0.019230769230769235,-0.017558528428093648,-0.05518394648829432,0.06914715719063544,-0.028762541806020066,-0.15384615384615385,-0.09857859531772575,-0.028762541806020066,-0.0054347826086956486,-0.008026755852842807,-0.008695652173913042,-0.0053511705685618804,0.004264214046822742,8.361204013377921E-4,0.004264214046822742,0.005602006688963199,0.002257525083612044,-0.017140468227424745,-8.361204013377921E-4,0.005602006688963206,-0.012541806020066895,0.005685618729096988,0.0015886287625418022,-0.016220735785953178,-0.0058528428093645515,0.0025919732441471513,8.361204013377851E-5,-0.002675585284280935,0.010953177257525086,0.0017558528428093662,0.007608695652173914,-0.004096989966555184,-0.008444816053511706,-0.005852842809364549,-0.006438127090301003,-0.0063545150501672235,-0.012709030100334447,-0.008193979933110369,-0.0063545150501672235,-0.028762541806020066,-0.047408026755852845,-0.028762541806020066,7.525083612040136E-4,6.688963210702351E-4,-0.005685618729096991,-0.0012541806020066899,-0.0019230769230769232,0.0018394648829431447,-0.0011705685618729105,2.50836120401339E-4,0.00459866220735786,-0.004765886287625417,0.004096989966555185,0.0025919732441471582,-4.180602006688978E-4,0.0034280936454849486,0.001839464882943143,-0.0028428093645484955,-0.00334448160535117,-0.003177257525083613,0.0,0.0,-1.868421052631579,-1.8947368421052633,?
>AT1G09760.1_64,0.006270903010033413,0.005852842809364545,-0.03135451505016723,-0.025752508361204046,-0.008193979933110385,0.036287625418060215,-0.03294314381270902,0.031772575250836155,0.11371237458193983,-0.0910535117056856,-0.03127090301003346,-0.0632943143812709,-0.09464882943143813,0.44013377926421404,-0.12056856187290968,0.0,0.1290969899665552,-0.0019230769230769718,-0.008026755852842793,0.08143812709030096,-0.019648829431438142,0.057775919732441505,-0.03219063545150502,0.05618729096989966,-7.525083612039962E-4,-0.019899665551839474,0.021822742474916335,0.015217391304347794,0.021404682274247494,0.016304347826086946,0.010953177257525065,-0.006939799331103669,-0.025668896321070223,-0.06755852842809368,0.014297658862876206,7.525083612039962E-4,-0.0039297658862876145,-0.013545150501672237,-0.008110367892976592,-0.02324414715719063,0.011872909698996653,-0.006103678929765877,-0.015133779264214053,0.05911371237458195,0.0025919732441471582,8.361204013377505E-5,-0.017558528428093648,-0.04707357859531773,0.03553511705685619,0.031187290969899667,-0.12056856187290968,0.1290969899665552,0.026755852842809368,0.002257525083612044,0.043227424749163884,-0.0043478260869565175,0.005936454849498327,0.0045986622073578565,0.015886287625418063,0.007023411371237458,-0.010367892976588633,0.002257525083612044,0.008779264214046817,0.0030936454849498363,0.012792642140468227,0.012458193979933113,0.007859531772575257,0.0030100334448160543,-0.016220735785953178,-0.0058528428093645515,0.0025919732441471513,-0.009949832775919732,8.36120401337793E-4,-0.005434782608695652,0.0023411371237458192,0.0,-0.005518394648829432,0.0017558528428093662,-0.003511705685618729,0.006856187290969899,0.0038461538461538464,-0.011872909698996657,-9.197324414715723E-4,-0.004515050167224081,0.031187290969899667,0.013127090301003348,0.026755852842809368,-6.688963210702351E-4,0.0018394648829431447,-0.001086956521739131,0.004515050167224081,0.001086956521739131,0.006270903010033446,8.361204013377938E-4,4.180602006688978E-4,-4.1806020066889604E-4,0.005183946488294313,-0.0011705685618729113,0.004431438127090301,0.0014214046822742486,0.0038461538461538446,0.0015050167224080271,0.0019230769230769232,-0.00334448160535117,-0.003177257525083613,0.0,0.0,-1.763157894736842,-1.868421052631579,?
>AT1G09760.1_69,0.038712374581939796,0.0010033444816053283,-0.001839464882943176,0.02466555183946484,0.004515050167224088,0.036287625418060215,0.05091973244147158,-0.04448160535117057,0.04640468227424749,0.17558528428093645,-0.03127090301003346,0.08252508361204014,-0.02633779264214048,-0.08829431438127092,0.5316889632107024,0.0,0.07725752508361206,0.16279264214046824,-0.049247491638795965,0.011204013377926425,0.004849498327759161,0.057775919732441505,0.02667224080267555,0.0048494983277591885,0.0245819397993311,0.007692307692307693,0.0037625418060200366,0.015217391304347794,-0.03336120401337789,-0.005267558528428085,-0.0010869565217391242,-0.02341137123745818,-0.025668896321070223,-8.361204013379586E-5,0.014297658862876206,7.525083612039962E-4,0.025836120401337787,-0.0026755852842809263,0.015969899665551845,-9.197324414715741E-4,0.012959866220735784,0.011204013377926425,-0.013795986622073583,0.0032608695652173933,0.06446488294314383,0.015050167224080264,0.0028428093645484903,0.012207357859531767,-0.03294314381270904,0.07240802675585285,0.5316889632107024,0.07725752508361206,0.07709030100334449,0.006103678929765884,-0.010618729096989965,0.0035953177257525143,0.008528428093645485,0.03428093645484949,0.005852842809364545,0.004264214046822742,-0.0018394648829431412,-0.006438127090301005,0.007525083612040136,0.013545150501672237,-0.007274247491638797,0.0015050167224080271,-0.00877926421404683,-0.024749163879598662,-0.012625418060200677,8.361204013378198E-5,0.0025919732441471513,0.00819397993311037,0.003093645484949833,0.0015886287625418057,0.00459866220735786,0.0030936454849498293,-0.004515050167224081,6.688963210702351E-4,0.012625418060200668,0.005434782608695652,0.0076923076923076945,-0.002675585284280935,0.0028428093645484903,0.013294314381270898,0.07240802675585285,0.2713210702341137,0.07709030100334449,-7.525083612040136E-4,0.004096989966555184,-0.0012541806020066881,0.011036789297658861,0.00819397993311037,0.003762541806020068,-1.6722408026755876E-4,-0.0026755852842809368,-0.0023411371237458192,0.0012541806020066881,0.0015050167224080271,0.005100334448160536,0.004096989966555183,-7.525083612040136E-4,-0.007525083612040132,-0.006605351170568562,-0.0015886287625418057,0.0011705685618729096,0.0,0.0,-1.8157894736842106,-1.8947368421052633,?
>AT1G09760.1_61,0.006270903010033413,0.005852842809364545,-0.03135451505016723,0.02466555183946484,0.004515050167224088,0.036287625418060215,-0.09908026755852845,0.06881270903010034,-0.041471571906354504,0.17558528428093645,0.008277591973244125,0.061454849498327746,0.20735785953177255,-0.15275919732441473,-0.2572742474916388,0.0,0.1290969899665552,-0.0019230769230769718,-0.06103678929765885,0.08143812709030096,0.004849498327759161,0.057775919732441505,-0.03219063545150502,0.0048494983277591885,-7.525083612039962E-4,-0.033026755852842815,0.0037625418060200366,0.015217391304347794,0.0023411371237457845,0.01354515050167221,-0.0010869565217391242,0.038461538461538464,0.03285953177257525,0.04523411371237457,0.014297658862876206,7.525083612039962E-4,-0.0039297658862876145,-0.013545150501672237,-0.0055183946488294305,-9.197324414715741E-4,0.012959866220735784,-0.005685618729096988,-0.014297658862876261,0.007023411371237458,0.020986622073578598,0.0664715719063545,0.03812709030100335,0.07098662207357859,-0.028762541806020066,-0.069314381270903,-0.2572742474916388,0.1290969899665552,0.026755852842809368,-0.014381270903010036,-0.015886287625418063,0.021488294314381262,0.008528428093645485,0.0045986622073578565,-0.009615384615384616,0.0035953177257525074,-0.006605351170568569,-0.002173913043478262,0.007525083612040136,-0.004933110367892984,0.0019230769230769301,0.007943143812709025,0.014046822742474915,0.011705685618729096,0.021906354515050165,0.014632107023411375,0.0025919732441471513,-0.009949832775919732,-0.005602006688963209,-5.01672240802678E-4,0.00459866220735786,-8.361204013377938E-5,0.004431438127090301,-0.0019230769230769232,0.014548494983277593,0.006856187290969899,0.05301003344481606,0.021237458193979934,-0.009782608695652173,-0.01914715719063545,-0.069314381270903,-0.022993311036789296,0.026755852842809368,-0.004515050167224081,-0.003595317725752509,-0.00668896321070234,0.006605351170568562,0.008779264214046827,0.007274247491638793,-0.0013377926421404684,-8.361204013377851E-5,6.688963210702351E-4,0.005518394648829432,0.0032608695652173916,-0.0010033444816053491,0.0031772575250836113,0.008277591973244146,4.1806020066889604E-4,0.004765886287625417,0.006605351170568563,0.004598662207357858,0.0,0.0,-1.7894736842105263,-1.868421052631579,?
>AT1G09760.1_1102,0.038712374581939796,-0.016806020066889638,0.007023411371237465,0.02466555183946484,0.0059364548494983405,-0.021321070234113726,0.08051839464882946,-0.05668896321070235,-0.041471571906354504,-0.043812709030100344,-0.016889632107023378,-0.0632943143812709,-0.08720735785953176,-0.15275919732441473,0.5316889632107024,0.0,0.07725752508361206,-0.1075250836120401,-0.049247491638795965,0.011204013377926425,0.05501672240802674,0.057775919732441505,0.02667224080267555,0.05618729096989966,0.03545150501672245,0.044732441471571904,0.0025083612040133763,0.013712374581939801,0.009531772575250841,0.016304347826086946,0.03327759197324415,-0.006939799331103669,-0.025668896321070223,-0.06755852842809368,0.014297658862876206,7.525083612039962E-4,9.197324414715741E-4,-0.019816053511705685,0.00844481605351171,0.01555183946488295,-0.010953177257525079,0.0048494983277591955,8.361204013377921E-4,-0.014046822742474915,-0.02834448160535117,-0.0035117056856187323,-0.033946488294314375,-0.05518394648829432,-0.0544314381270903,-0.0049331103678929775,0.5316889632107024,0.07725752508361206,-0.021153846153846155,-0.030351170568561875,-0.010618729096989965,0.02600334448160535,0.0503344481605351,0.03428093645484949,0.01688963210702342,0.033946488294314375,0.019230769230769218,0.007525083612040129,0.0020066889632106982,0.011287625418060193,0.01580267558528428,0.009531772575250841,0.007441471571906361,0.0030100334448160543,-0.016220735785953178,-0.0058528428093645515,0.0025919732441471513,-0.00677257525083612,-0.003511705685618729,0.0017558528428093644,0.0028428093645484973,2.5083612040133554E-4,-0.00593645484949833,-1.6722408026755876E-4,-0.009448160535117055,-0.007023411371237459,-0.010702341137123744,-0.018979933110367893,-0.0161371237458194,-0.004515050167224081,-0.0049331103678929775,0.2713210702341137,-0.021153846153846155,-0.004096989966555185,-0.006856187290969901,-0.0017558528428093653,0.018311036789297658,0.029096989966555183,0.02048494983277592,0.012290969899665551,0.0046822742474916385,0.004933110367892974,0.0027591973244147153,0.0031772575250836148,0.003511705685618729,0.00785953177257525,0.0026755852842809368,0.0012541806020066881,0.0019230769230769232,-0.00334448160535117,-0.003177257525083613,0.0,0.0,-1.9210526315789473,-1.9736842105263157,?
>AT1G09760.1_781,0.006270903010033413,0.005852842809364545,0.007023411371237465,0.015468227424749126,0.0059364548494983405,-0.021321070234113726,-0.09908026755852845,0.06881270903010034,-0.041471571906354504,0.17558528428093645,0.008277591973244125,0.08252508361204014,-0.08720735785953176,-0.19908026755852842,-0.15384615384615385,0.0,-0.09857859531772575,0.16279264214046824,-0.06103678929765885,-0.0444816053511706,0.05501672240802674,-0.07901337792642141,-0.018729096989966554,0.0048494983277591885,0.03545150501672245,-0.033026755852842815,0.021822742474916335,0.013712374581939801,0.0023411371237457845,0.01354515050167221,0.03327759197324415,-0.006939799331103669,0.03285953177257525,0.04523411371237457,0.014297658862876206,-0.029682274247491647,-0.0039297658862876145,0.012541806020066881,0.002006688963210712,-0.007274247491638797,-0.010953177257525079,-0.03168896321070233,-0.014297658862876261,0.007023411371237458,0.020986622073578598,0.0664715719063545,-0.0024247491638795943,0.01346153846153847,-0.07048494983277592,-0.05334448160535117,-0.15384615384615385,-0.09857859531772575,-0.022408026755852836,-0.0061036789297658905,-0.019314381270903014,-0.020234113712374588,-0.023578595317725756,-0.014632107023411368,8.361204013377921E-4,0.011538461538461539,-0.005351170568561867,-0.0051003344481605345,0.0181438127090301,0.005685618729096988,0.0019230769230769301,0.007775919732441468,0.007441471571906361,0.0045986622073578565,0.021906354515050165,0.014632107023411375,-0.012541806020066895,-0.001086956521739131,0.004515050167224081,-0.008528428093645485,-0.008193979933110367,-0.01839464882943144,-0.0012541806020066881,-0.0019230769230769232,0.014548494983277593,0.006856187290969899,0.014799331103678929,-0.0015886287625418057,-0.01739130434782609,-0.016722408026755856,-0.05334448160535117,-0.047408026755852845,-0.022408026755852836,-0.00209030100334448,-3.3444816053511753E-4,-0.011705685618729098,-0.006772575250836122,-0.004013377926421405,-0.003929765886287626,0.006438127090301003,-2.50836120401339E-4,-0.003929765886287625,0.0025919732441471582,0.0012541806020066899,0.005602006688963209,0.0015886287625418057,0.00334448160535117,0.0019230769230769232,0.0010033444816053508,0.006605351170568563,-0.005183946488294313,0.029411764705882353,0.05714285714285714,-1.8157894736842106,-1.868421052631579,?
>AT1G09760.1_661,0.038712374581939796,0.0010033444816053283,-0.001839464882943176,0.02466555183946484,-0.008193979933110385,-0.0553511705685619,-0.03294314381270902,-0.05668896321070235,-0.041471571906354504,-0.04155518394648827,0.03904682274247495,0.08252508361204014,-0.02633779264214048,0.44013377926421404,-0.12056856187290968,0.0,-0.09857859531772575,-0.053344481605351185,-0.06103678929765885,0.08143812709030096,0.004849498327759161,0.057775919732441505,0.02667224080267555,-0.041806020066889604,0.03545150501672245,-0.033026755852842815,-0.028511705685618727,0.013712374581939801,-0.03336120401337789,-0.024665551839464894,0.010953177257525065,-0.02341137123745818,0.03285953177257525,0.04523411371237457,-0.003929765886287628,7.525083612039962E-4,0.025836120401337787,-0.0026755852842809263,0.015969899665551845,0.008695652173913049,-0.022742474916387964,-0.027508361204013378,-0.019565217391304346,-0.014046822742474915,-0.019397993311036792,-0.0053511705685618804,0.03837792642140468,0.012207357859531767,0.09347826086956522,0.031187290969899667,-0.12056856187290968,-0.09857859531772575,-0.028762541806020066,-0.0054347826086956486,-0.015886287625418063,0.021488294314381262,0.008528428093645485,0.03428093645484949,-0.0034280936454849364,-0.00978260869565218,-0.005351170568561867,-0.018227424749163883,-0.013545150501672244,-0.012541806020066895,-0.008612040133779267,-9.197324414715741E-4,0.0015050167224080271,0.009030100334448163,0.021906354515050165,0.010702341137123747,-0.0043478260869565105,0.00819397993311037,0.003093645484949833,0.00326086956521739,-0.0027591973244147187,-0.013294314381270902,-0.007525083612040134,0.0010033444816053508,-0.004264214046822742,5.852842809364531E-4,-6.688963210702351E-4,0.011204013377926422,0.04013377926421405,-0.012458193979933111,0.031187290969899667,-0.047491638795986627,-0.028762541806020066,7.525083612040136E-4,-0.0036789297658862876,-0.00668896321070234,0.006605351170568562,0.00819397993311037,-0.0015050167224080271,8.361204013377938E-4,-0.00785953177257525,-0.0018394648829431447,-0.006856187290969901,-0.008361204013377928,-0.007943143812709032,0.0020066889632107034,-0.0014214046822742478,0.0032608695652173924,0.006856187290969899,0.006688963210702342,0.002842809364548494,0.0,0.02857142857142857,-1.8947368421052633,-1.9473684210526316,?
>AT1G09760.1_421,-7.525083612039962E-4,-0.016806020066889638,-0.001839464882943176,0.02466555183946484,0.0059364548494983405,0.036287625418060215,0.08051839464882946,-0.04448160535117057,-0.041471571906354504,-0.043812709030100344,-0.016889632107023378,0.08252508361204014,-0.09464882943143813,-0.15275919732441473,-0.2572742474916388,0.0,-0.10777591973244147,-0.0019230769230769718,-0.049247491638795965,-0.0444816053511706,-0.019648829431438142,0.00501672240802678,-0.018729096989966554,-0.019899665551839474,-7.525083612039962E-4,-0.033026755852842815,0.0025083612040133763,0.013712374581939801,-0.03336120401337789,0.016304347826086946,-0.0010869565217391242,-0.02341137123745818,0.02466555183946484,-8.361204013379586E-5,0.03327759197324415,0.02508361204013379,-0.017224080267558527,0.0028428093645484903,0.015969899665551845,0.01555183946488295,0.008695652173913035,0.03687290969899666,-0.004264214046822742,-0.01948160535117057,-0.02834448160535117,-0.0035117056856187323,0.04372909698996655,-0.0033444816053511683,-0.033444816053511704,-0.069314381270903,-0.2572742474916388,-0.10777591973244147,-0.0334448160535117,-0.011622073578595314,-0.0034280936454849503,-0.008110367892976589,-0.006856187290969901,-0.009615384615384616,-0.010284280936454851,-0.0012541806020066881,-0.006605351170568569,-0.007525083612040136,0.0020066889632106982,-0.012541806020066895,-0.018645484949832772,-0.0015050167224080271,-0.00877926421404683,0.010033444816053505,0.01337792642140468,0.00819397993311037,0.018143812709030094,-0.0015050167224080271,0.01112040133779264,0.006187290969899666,0.006020066889632107,0.01354515050167224,0.0023411371237458192,-0.003177257525083612,-0.01003344481605351,-0.007023411371237459,0.015719063545150503,0.002424749163879601,-0.00785953177257525,-0.013210702341137123,-0.069314381270903,-0.056688963210702346,-0.0334448160535117,-0.007190635451505018,-0.001086956521739131,0.0020903010033444837,-0.001839464882943143,-0.006270903010033444,-0.003511705685618727,-0.0027591973244147153,0.0016722408026755876,-0.006521739130434783,-0.0024247491638795977,-0.0020066889632107017,-0.00919732441471572,-0.006688963210702341,-0.0010033444816053526,0.006270903010033444,0.003929765886287625,0.007190635451505015,0.004180602006688964,0.0,0.0,-1.8947368421052633,-1.9210526315789473,?
>AT1G09760.1_663,-0.0451505016722408,0.0010033444816053283,0.025000000000000022,0.02466555183946484,-0.008193979933110385,0.03979933110367889,0.08051839464882946,-0.04448160535117057,0.11371237458193983,-0.0910535117056856,0.03904682274247495,0.08252508361204014,-0.02633779264214048,-0.15275919732441473,-0.2572742474916388,0.0,-0.10777591973244147,0.16279264214046824,-0.008026755852842793,0.011204013377926425,0.004849498327759161,-0.07901337792642141,0.023578595317725715,-0.041806020066889604,-0.05978260869565219,0.044732441471571904,-0.028511705685618727,-0.059698996655518394,0.021404682274247494,-0.024665551839464894,0.010953177257525065,0.038461538461538464,-0.025668896321070223,-8.361204013379586E-5,0.03327759197324415,7.525083612039962E-4,-0.023244147157190642,0.006772575250836119,0.005852842809364545,0.008695652173913049,0.0045986622073578565,0.03352842809364549,-0.004264214046822742,0.003929765886287628,0.0025919732441471582,-0.02048494983277592,0.03837792642140468,0.012207357859531767,-0.036120401337792644,-0.069314381270903,-0.2572742474916388,-0.10777591973244147,-0.02491638795986622,0.03394648829431439,-0.014548494983277593,0.0035953177257525143,-0.0270066889632107,-0.013545150501672237,-0.010367892976588619,-0.02525083612040134,-2.50836120401339E-4,-0.0017558528428093662,-0.022073578595317722,-8.361204013377921E-4,4.1806020066889604E-4,-9.197324414715741E-4,-3.3444816053511406E-4,0.0015886287625418022,-0.012625418060200677,0.00819397993311037,0.006438127090300998,-0.004096989966555185,0.0022575250836120407,0.008193979933110367,0.001839464882943143,0.005936454849498327,0.005685618729096989,0.002675585284280935,-0.0044314381270902994,0.00652173913043478,-0.004347826086956521,0.011204013377926422,-0.011872909698996655,-0.014464882943143813,-0.069314381270903,-0.056688963210702346,-0.02491638795986622,-0.009866220735785953,-0.009448160535117057,-0.0020066889632107017,-0.012123745819397996,-0.0031772575250836113,-0.0030936454849498345,-0.009782608695652175,-0.004515050167224081,-0.002759197324414717,-0.00811036789297659,-0.0035953177257525074,-0.0024247491638795986,-5.852842809364557E-4,8.361204013377921E-4,-0.004933110367892976,0.0011705685618729096,-7.525083612040136E-4,0.0046822742474916385,0.0,0.02857142857142857,-1.8947368421052633,-1.9473684210526316,?
>AT1G09760.1_784,-7.525083612039962E-4,-0.016806020066889638,-0.001839464882943176,-0.025752508361204046,-0.008193979933110385,0.036287625418060215,-0.03294314381270902,0.031772575250836155,0.04640468227424749,-0.043812709030100344,-0.016889632107023378,-0.08152173913043477,-0.09464882943143813,-0.19908026755852842,0.5316889632107024,0.0,-0.09857859531772575,0.16279264214046824,0.11831103678929764,-0.04807692307692307,-0.019648829431438142,0.016387959866220714,-0.03219063545150502,-0.019899665551839474,0.03545150501672245,-0.019899665551839474,0.021822742474916335,0.013712374581939801,0.009531772575250841,0.016304347826086946,0.010953177257525065,-0.006939799331103669,-0.0317725752508361,-8.361204013379586E-5,0.014297658862876206,0.02508361204013379,-0.017224080267558527,0.0028428093645484903,-0.017642140468227423,-0.02324414715719063,0.011872909698996653,-0.006103678929765877,-0.015133779264214053,0.002424749163879608,0.015719063545150506,-0.0035117056856187323,-0.029431438127090304,-0.026505016722408025,-0.0572742474916388,-0.0201505016722408,0.5316889632107024,-0.09857859531772575,-0.022408026755852836,0.12884615384615386,-0.0027591973244147153,0.002424749163879601,-0.009280936454849502,-0.009113712374581931,-0.01772575250836121,-2.5083612040134595E-4,0.0035117056856187254,0.002257525083612044,0.0181438127090301,0.011287625418060193,0.01580267558528428,0.012458193979933113,0.007859531772575257,-0.014046822742474915,-0.007190635451505015,8.361204013378198E-5,0.018729096989966554,-0.0015050167224080271,-0.0031772575250836113,-0.011120401337792643,0.0023411371237458192,0.0,-0.005518394648829432,-0.0034280936454849503,0.0055183946488294305,0.008444816053511706,-0.008277591973244148,-0.010451505016722408,-0.008361204013377926,-0.00877926421404682,-0.0201505016722408,0.08854515050167223,-0.022408026755852836,0.004096989966555185,0.005267558528428093,8.361204013377921E-4,-0.0022575250836120407,-0.005936454849498327,-0.0026755852842809368,-0.009197324414715718,0.001086956521739131,0.004096989966555184,-1.6722408026755876E-4,0.010702341137123747,0.003511705685618729,0.007274247491638795,0.0038461538461538446,-0.0029264214046822758,5.016722408026746E-4,0.0026755852842809368,-0.002090301003344482,0.029411764705882353,0.05714285714285714,-1.8421052631578947,-1.8947368421052633,?
